"","responseid","respid","status","province","cropland_owned","hayland_owned","pastland_owned","cropland_rented","hayland_rented","pastland_rented","totalacres","canola","barley","rye","spring_wheat","beans","peas","flaxseed","lentil","soybeans","corn","oats","sunflower","others","auto_guidance","gps","variable_rate","drones","soil_test","slow_release_fert","rentland_next5yrs","buyland_next5yrs","bothrentbuy_next5yrs","notrentbuy_next5yrs","num_permanent_wl","num_seasonal_wl","own_eqdwl","no_rent_eqdwl","no_own_rent_eqdwl","own_scrapper","own_trackhoe","own_ditch_machine","own_tile_plow","two_out_ten","four_out_ten","six_out_ten","eight_out_ten","ten_out_ten","dont_farm_seasonal_wl","twenty_five_abav","ten_abav","about_average","ten_belav","twenty_five_belav","converted_bush","converted_bush","converted_wetland","converted_nativegrassland","childrenlikely_takeover","nolandwithwetlandconfchoice","nointerestedrentmoreland","rentalpricestoohigh","overalllandquanotattractive","perc_wl_potent_convert","num_wl_convert","num_wlacres_convert","draincost_peracre","rate_increasedeff","rate_landquality","rate_draincost","rate_effonwaterqual","rate_effonnearbyflooding","rate_effsurrlandacc","rate_delayedplanting","rate_weedcontrol","rate_wildlifehabitat","conserwl_mandatorypartsustainagcert","haveenvfarmplan","partbmp","waterqual_veryimport","waterqual_slightlyimport","waterqual_notimport","waterqual_noopinion","floodcont_veryimport","floodcont_slightlyimport","floodcont_notimport","floodcont_noopinion","erosioncont_veryimport","erosioncont_slightlyimport","erosioncont_notimport","erosioncont_noopinion","wildlifehab_veryimport","wildlifehab_slightlyimport","wildlifehab_notimport","wildlifehab_noopinion","numwl_decreasedalot","numwl_slightdecreased","numwl_nochange","numwl_slightincrease","numwl_increasedalot","waterquality_decreasedalot","waterquality_slightdecreased","waterquality_nochange","waterquality_slightincrease","waterquality_increasedalot","conservationpayment_leasteffective","conservationpayment_mosteffective","techassistance_leasteffective","techassistance_mosteffective","extensionprog_leasteffective","extensionprog_mosteffective","conservationeasement_leasteffective","conservationeasement_mosteffective","sustainabilitycert_leasteffective","sustainabilitycert_mosteffective","regulation_leasteffective","regulation_mosteffective","chem_dealer_cropinfo","seeddealer_cropinfo","regagextspecialist_cropinfo","privcropconsultant_cropinfo","univsext_cropinfo","commoditygrps_cropinfo","chem_dealer_conserinfo","seeddealer_conserinfo","regagextspecialist_conserinfo","privcropconsultant_conserinfo","univsext_conserinfo","commoditygrps_conserinfo","sole_proprietorship","partnership","familycorporation","nonfam_corporation","zero_tllage_in2019","continuouscropping_in2019","plowgreencrops_in2019","hvewintercrops_in2019","rotationalgrazing_in2019","infield_wintergrazing_in2019","shelterbelts_in2019","sex","age_18_24","age_25_34","age_35_44","age_45_54","age_55_64","age_65_74","age_75more","age_noresponse","no_schooling","highschool","some_posysecondary","vocationa_diploma","university_degree","donot_know","prop_hhincome_farming","years_farmoperatedfarm","have_children","childrenlikely_takeover"
"145",191,9747,"complete","AB",2928,145,0,775,0,640,4557,28,11,0,42,0,16,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"2","5","50.00",4,4,3,4,4,5,2,3,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100,35,1,1
"146",193,7519,"complete","AB",2500,150,0,1500,150,0,4300,25,15,0,25,0,25,0,0,0,0,10,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,50,75,1,1
"147",195,5805,"complete","AB",400,0,0,800,0,0,1300,30,20,0,35,0,15,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,60,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5","10","1000.00",4,4,4,2,4,3,4,4,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,75,70,1,0
"148",196,8595,"complete","AB",1500,0,300,0,0,0,2000,33,34,0,33,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2","3","400.00",4,3,3,3,4,4,4,4,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100,70,1,1
"149",197,10137,"complete","SK",1300,300,400,115,100,300,2515,50,30,0,10,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,"1","2","100.00",3,3,3,4,3,3,2,3,4,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100,116,1,1
"150",201,3743,"complete","SK",1500,100,160,1000,0,0,3360,20,0,0,20,0,20,20,0,10,10,0,0,0,1,0,1,0,1,1,0,0,1,0,200,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1","10","10000.00",4,4,3,3,4,4,4,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,100,37,1,0
"151",203,4645,"complete","AB",5000,320,900,5000,160,0,11420,34,0,0,33,0,0,0,33,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"2","40","100.00",5,4,4,2,4,2,2,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,100,1,1
"152",204,7610,"complete","AB",1800,0,0,400,0,0,2200,40,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"1","4","1000.00",4,5,3,1,1,4,5,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100,47,1,1
"153",205,5419,"complete","SK",900,0,0,1600,0,0,2700,50,30,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,5,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"2","2","700.00",4,4,4,1,5,4,4,5,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100,30,1,0
"154",206,9474,"complete","MB",700,0,0,2300,0,0,3760,45,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,15,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","15","100.00",4,4,4,3,4,3,3,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,50,1,0
"155",207,641,"complete","SK",4000,0,0,2000,0,0,6000,50,0,0,40,0,10,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,"3","6","0.00",4,3,4,3,4,4,4,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90,20,1,1
"156",208,5148,"complete","AB",5000,3200,1200,2500,0,0,11900,25,25,0,25,0,0,0,0,0,25,0,0,0,1,1,0,0,1,0,0,0,0,1,200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,"3","100","50.00",3,3,3,3,3,3,3,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,30,1,1
"157",209,7693,"complete","SK",3890,220,167,160,0,0,4537,5,35,0,0,0,35,0,0,0,0,0,0,25,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1","5","0.00",4,3,2,1,1,3,3,4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100,112,1,1
"158",210,11214,"complete","SK",6800,0,0,300,0,0,7100,40,25,0,25,0,0,10,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,5,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2","20","1000.00",3,3,3,3,3,3,3,3,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,45,1,0
"159",211,11366,"complete","AB",1200,350,0,3000,250,0,4800,30,50,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,20,30,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2","50","25.00",4,4,5,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,35,1,1
"160",212,200,"complete","AB",1556,90,195,640,0,0,2521,26,26,0,26,0,22,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",3,2,4,2,4,3,2,4,4,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,100,108,1,1
"161",214,2357,"complete","AB",2000,500,500,200,0,200,3400,40,10,0,30,0,20,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,6,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"2","40","0.00",4,3,3,2,3,1,3,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40,50,1,1
"162",216,6178,"complete","SK",160,0,160,0,100,600,1020,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",3,4,4,4,5,2,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25,55,1,1
"163",217,1309,"complete","SK",2500,0,0,300,0,0,2900,45,30,0,13,0,0,0,0,0,0,12,0,0,1,1,0,0,1,1,0,1,0,0,30,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"15","25","100.00",4,4,4,4,4,4,3,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100,111,1,1
"164",218,5133,"complete","SK",1280,200,400,800,80,200,3560,20,40,0,30,0,10,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,2,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,"4","22","400.00",4,4,3,3,3,3,4,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,85,17,1,1
"165",220,12507,"complete","AB",6000,0,0,2000,0,0,8000,25,25,0,25,0,25,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1","5","300.00",5,5,3,3,4,4,4,4,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,60,1,1
"166",221,824,"complete","MB",4800,0,0,40,0,0,4900,20,0,0,40,10,10,0,0,20,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1","5","5000.00",4,5,5,4,4,4,5,3,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100,50,1,1
"167",222,88,"complete","AB",9200,200,50,0,0,0,9450,32,16,0,31,0,16,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,3,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"3","5","60.00",4,4,3,4,3,4,4,4,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,23,1,1
"168",224,10856,"complete","SK",3000,0,0,2000,0,0,5600,50,0,0,50,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,"2","50","100.00",4,3,4,3,3,3,4,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,100,60,1,1
"169",225,2322,"complete","AB",960,0,160,240,0,0,1400,30,30,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"3","20","250.00",4,4,4,5,4,4,4,4,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75,40,1,0
"170",227,11189,"complete","AB",460,45,265,406,0,290,1526,45,20,0,35,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,12,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"4","20","5000.00",3,4,5,3,4,3,3,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,60,47,1,1
"171",229,7066,"complete","MB",940,0,0,0,0,0,1111,50,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"10","40","500.00",5,5,3,2,4,4,3,4,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,95,39,1,0
"172",231,5879,"complete","AB",680,50,0,420,0,0,1266,35,35,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"30","50","100.00",4,5,4,3,4,3,4,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,75,44,1,1
"173",232,10506,"complete","MB",900,0,0,600,0,0,1560,20,0,0,40,0,0,0,0,30,10,0,0,0,1,1,0,0,1,1,0,0,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",1,5,3,1,3,2,1,2,5,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70,95,1,1
"174",233,4491,"complete","AB",1500,0,0,0,0,0,1500,50,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100,100,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"100","1000","25.00",5,5,4,5,4,5,5,5,4,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100,100,1,1
"175",236,10536,"complete","MB",3329,0,300,1937,0,0,6480,46,0,0,33,0,0,0,0,21,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"10","30","1000.00",5,5,4,3,2,2,5,5,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,48,1,1
"176",237,7563,"complete","SK",725,25,70,0,0,0,881,40,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,19,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","15","300.00",4,3,3,3,4,5,3,2,4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,95,116,0,0
"177",240,5566,"complete","MB",3000,0,0,2000,0,0,5000,20,0,10,20,0,0,0,0,20,10,10,10,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,3,3,3,3,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50,90,1,1
"178",241,11404,"complete","SK",635,275,0,275,0,0,1185,33,30,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","1500.00",4,4,3,5,4,3,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,33,1,0
"179",242,6514,"complete","AB",1440,0,0,0,0,0,1440,0,0,0,66,0,0,0,34,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5","1000.00",4,4,5,3,4,3,4,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,100,35,1,0
"180",243,10087,"complete","MB",4600,0,0,1200,0,0,5960,30,19,0,19,0,0,0,0,10,10,0,12,0,1,1,1,0,1,1,0,0,1,0,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,4,1,2,3,4,4,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,30,1,1
"181",244,4320,"complete","SK",0,0,0,1100,0,0,1100,50,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"15","70","1000.00",4,3,4,4,4,4,3,4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,75,46,1,1
